PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18314093","Electrophysiological correlates of task conflicts in task-switching","Hsieh S, Liu H.","Brain Res. 2008 Apr 8;1203:116-25. doi: 10.1016/j.brainres.2008.01.092. Epub 2008 Feb 13.","Hsieh S","Brain Res","2008","2008/03/04","","","10.1016/j.brainres.2008.01.092"
"20604616","Differential brain activation patterns in adult attention-deficit hyperactivity disorder (ADHD) associated with task switching","Dibbets P, Evers EA, Hurks PP, Bakker K, Jolles J.","Neuropsychology. 2010 Jul;24(4):413-23. doi: 10.1037/a0018997.","Dibbets P","Neuropsychology","2010","2010/07/08","","","10.1037/a0018997"
"36053714","Enhanced Dorsal Attention Network to Salience Network Interaction in Video Gamers During Sensorimotor Decision-Making Tasks","Jordan T, Dhamala M.","Brain Connect. 2023 Mar;13(2):97-106. doi: 10.1089/brain.2021.0193. Epub 2022 Sep 27.","Jordan T","Brain Connect","2023","2022/09/02","","","10.1089/brain.2021.0193"
"22685575","Attentional set-shifting deficit in Parkinson's disease is associated with prefrontal dysfunction: an FDG-PET study","Sawada Y, Nishio Y, Suzuki K, Hirayama K, Takeda A, Hosokai Y, Ishioka T, Itoyama Y, Takahashi S, Fukuda H, Mori E.","PLoS One. 2012;7(6):e38498. doi: 10.1371/journal.pone.0038498. Epub 2012 Jun 7.","Sawada Y","PLoS One","2012","2012/06/12","PMC3369918","","10.1371/journal.pone.0038498"
"37808748","Cognitive tasks, anatomical MRI, and functional MRI data evaluating the construct of self-regulation","Bissett PG, Eisenberg IW, Shim S, Rios JAH, Jones HM, Hagen MP, Enkavi AZ, Li JK, Mumford JA, MacKinnon DP, Marsch LA, Poldrack RA.","bioRxiv [Preprint]. 2023 Sep 29:2023.09.27.559869. doi: 10.1101/2023.09.27.559869.","Bissett PG","bioRxiv","2023","2023/10/09","PMC10557703","","10.1101/2023.09.27.559869"
"30319391","Task-Switching Performance Improvements After Tai Chi Chuan Training Are Associated With Greater Prefrontal Activation in Older Adults","Wu MT, Tang PF, Goh JOS, Chou TL, Chang YK, Hsu YC, Chen YJ, Chen NC, Tseng WI, Gau SS, Chiu MJ, Lan C.","Front Aging Neurosci. 2018 Sep 24;10:280. doi: 10.3389/fnagi.2018.00280. eCollection 2018.","Wu MT","Front Aging Neurosci","2018","2018/10/16","PMC6165861","","10.3389/fnagi.2018.00280"
"40368604","Task-Switch Related Reductions in Neural Distinctiveness in Children and Adults: Commonalities and Differences","Schwarze SA, Bonati S, Cichy RM, Lindenberger U, Bunge SA, Fandakova Y.","J Neurosci. 2025 Jun 25;45(26):e2358232025. doi: 10.1523/JNEUROSCI.2358-23.2025.","Schwarze SA","J Neurosci","2025","2025/05/14","PMC12199546","","10.1523/JNEUROSCI.2358-23.2025"
"19350711","Updating sensory versus task representations during task-switching: insights from cognitive brain potentials in humans","Periáñez JA, Barceló F.","Neuropsychologia. 2009 Mar;47(4):1160-72. doi: 10.1016/j.neuropsychologia.2009.01.014.","Periáñez JA","Neuropsychologia","2009","2009/04/08","","","10.1016/j.neuropsychologia.2009.01.014"
"31505438","Neural adaptation and cognitive inflexibility in repeated problem-solving behaviors","Huang F, Han L, Jiang Y, Li F, Luo J.","Cortex. 2019 Oct;119:470-479. doi: 10.1016/j.cortex.2019.08.001. Epub 2019 Aug 12.","Huang F","Cortex","2019","2019/09/11","","","10.1016/j.cortex.2019.08.001"
"26758836","Spontaneous Fluctuations in the Flexible Control of Covert Attention","Sali AW, Courtney SM, Yantis S.","J Neurosci. 2016 Jan 13;36(2):445-54. doi: 10.1523/JNEUROSCI.2323-15.2016.","Sali AW","J Neurosci","2016","2016/01/14","PMC4710768","","10.1523/JNEUROSCI.2323-15.2016"
"33468569","Cross-Hemispheric Complementary Prefrontal Mechanisms during Task Switching under Perceptual Uncertainty","Tsumura K, Aoki R, Takeda M, Nakahara K, Jimura K.","J Neurosci. 2021 Mar 10;41(10):2197-2213. doi: 10.1523/JNEUROSCI.2096-20.2021. Epub 2021 Jan 19.","Tsumura K","J Neurosci","2021","2021/01/20","PMC8018770","","10.1523/JNEUROSCI.2096-20.2021"
"40411262","Tapping and Task Switching Activation in Individuals With and Without Chronic Ankle Instability: fMRI Pilot Study","Torp DM, Porter KH, Kosik KB, Hoch MC, Song K, Johnson NF.","J Neuroimaging. 2025 May-Jun;35(3):e70053. doi: 10.1111/jon.70053.","Torp DM","J Neuroimaging","2025","2025/05/24","","","10.1111/jon.70053"
"10860787","Regionally specific sensitivity differences in fMRI and PET: where do they come from?","Veltman DJ, Friston KJ, Sanders G, Price CJ.","Neuroimage. 2000 Jun;11(6 Pt 1):575-88. doi: 10.1006/nimg.2000.0581.","Veltman DJ","Neuroimage","2000","2000/06/22","","","10.1006/nimg.2000.0581"
"22160843","Brain oscillatory activity associated with task switching and feedback processing","Cunillera T, Fuentemilla L, Periañez J, Marco-Pallarès J, Krämer UM, Càmara E, Münte TF, Rodríguez-Fornells A.","Cogn Affect Behav Neurosci. 2012 Mar;12(1):16-33. doi: 10.3758/s13415-011-0075-5.","Cunillera T","Cogn Affect Behav Neurosci","2012","2011/12/14","","","10.3758/s13415-011-0075-5"
"34244891","A night of sleep deprivation alters brain connectivity and affects specific executive functions","Pesoli M, Rucco R, Liparoti M, Lardone A, D'Aurizio G, Minino R, Troisi Lopez E, Paccone A, Granata C, Curcio G, Sorrentino G, Mandolesi L, Sorrentino P.","Neurol Sci. 2022 Feb;43(2):1025-1034. doi: 10.1007/s10072-021-05437-2. Epub 2021 Jul 10.","Pesoli M","Neurol Sci","2022","2021/07/10","PMC8789640","","10.1007/s10072-021-05437-2"
"39163787","New functional dissociations between prefrontal and parietal cortex during task switching: A combined fMRI and TMS study","Periáñez JA, Viejo-Sobera R, Lubrini G, Álvarez-Linera J, Rodríguez Toscano E, Moreno MD, Arango C, Redolar-Ripoll D, Muñoz Marrón E, Ríos-Lago M.","Cortex. 2024 Oct;179:91-102. doi: 10.1016/j.cortex.2024.07.012. Epub 2024 Aug 10.","Periáñez JA","Cortex","2024","2024/08/20","","","10.1016/j.cortex.2024.07.012"
"24875143","Do tasks matter in task switching? Dissociating domain-general from context-specific brain activity","Muhle-Karbe PS, De Baene W, Brass M.","Neuroimage. 2014 Oct 1;99:332-41. doi: 10.1016/j.neuroimage.2014.05.058. Epub 2014 May 27.","Muhle-Karbe PS","Neuroimage","2014","2014/05/31","","","10.1016/j.neuroimage.2014.05.058"
"23774397","Neural substrates of cognitive switching and inhibition in a face processing task","Piguet C, Sterpenich V, Desseilles M, Cojan Y, Bertschy G, Vuilleumier P.","Neuroimage. 2013 Nov 15;82:489-99. doi: 10.1016/j.neuroimage.2013.06.015. Epub 2013 Jun 14.","Piguet C","Neuroimage","2013","2013/06/19","","","10.1016/j.neuroimage.2013.06.015"
"16950456","Attentional shifting and the role of the dorsal pathway in visual word recognition","Pammer K, Hansen P, Holliday I, Cornelissen P.","Neuropsychologia. 2006;44(14):2926-36. doi: 10.1016/j.neuropsychologia.2006.06.028. Epub 2006 Sep 1.","Pammer K","Neuropsychologia","2006","2006/09/05","","","10.1016/j.neuropsychologia.2006.06.028"
"33033477","Influence of Multiple Cardiovascular Risk Factors on Task-Switching in Older Adults: An fMRI Study","Qin S, Basak C.","Front Hum Neurosci. 2020 Sep 9;14:561877. doi: 10.3389/fnhum.2020.561877. eCollection 2020.","Qin S","Front Hum Neurosci","2020","2020/10/09","PMC7509111","","10.3389/fnhum.2020.561877"
"31200066","Brain network reconfiguration for language and domain-general cognitive control in bilinguals","Wu J, Yang J, Chen M, Li S, Zhang Z, Kang C, Ding G, Guo T.","Neuroimage. 2019 Oct 1;199:454-465. doi: 10.1016/j.neuroimage.2019.06.022. Epub 2019 Jun 11.","Wu J","Neuroimage","2019","2019/06/15","","","10.1016/j.neuroimage.2019.06.022"
"34644388","Dynamic Transitions between Neural States Are Associated with Flexible Task Switching during a Memory Task","Liu W, Kohn N, Fernández G.","J Cogn Neurosci. 2021 Nov 5;33(12):2559-2588. doi: 10.1162/jocn_a_01779.","Liu W","J Cogn Neurosci","2021","2021/10/13","","","10.1162/jocn_a_01779"
"23033990","Functional connectivity profile of the human inferior frontal junction: involvement in a cognitive control network","Sundermann B, Pfleiderer B.","BMC Neurosci. 2012 Oct 3;13:119. doi: 10.1186/1471-2202-13-119.","Sundermann B","BMC Neurosci","2012","2012/10/05","PMC3582543","","10.1186/1471-2202-13-119"
"18586525","Selective activation of the superior frontal gyrus in task-switching: an event-related fNIRS study","Cutini S, Scatturin P, Menon E, Bisiacchi PS, Gamberini L, Zorzi M, Dell'Acqua R.","Neuroimage. 2008 Aug 15;42(2):945-55. doi: 10.1016/j.neuroimage.2008.05.013. Epub 2008 May 20.","Cutini S","Neuroimage","2008","2008/07/01","","","10.1016/j.neuroimage.2008.05.013"
"28729441","Switch-Independent Task Representations in Frontal and Parietal Cortex","Loose LS, Wisniewski D, Rusconi M, Goschke T, Haynes JD.","J Neurosci. 2017 Aug 16;37(33):8033-8042. doi: 10.1523/JNEUROSCI.3656-16.2017. Epub 2017 Jul 20.","Loose LS","J Neurosci","2017","2017/07/22","PMC6596903","","10.1523/JNEUROSCI.3656-16.2017"
"37683103","Cognitive inflexibility is linked to abnormal frontoparietal-related activation and connectivity in obsessive-compulsive disorder","Liu Q, Gao F, Wang X, Xia J, Yuan G, Zheng S, Zhong M, Zhu X.","Hum Brain Mapp. 2023 Nov;44(16):5460-5470. doi: 10.1002/hbm.26457. Epub 2023 Sep 8.","Liu Q","Hum Brain Mapp","2023","2023/09/08","PMC10543351","","10.1002/hbm.26457"
"31680929","Spatio-Temporal Neural Changes After Task-Switching Training in Old Age","Dörrenbächer S, Schütz C, Woirgardt M, Wu CC, Zimmer HD, Kray J.","Front Aging Neurosci. 2019 Oct 15;11:267. doi: 10.3389/fnagi.2019.00267. eCollection 2019.","Dörrenbächer S","Front Aging Neurosci","2019","2019/11/05","PMC6803514","","10.3389/fnagi.2019.00267"
"33018699","Relationship between DTI Brain Connectivity and Functional Performance in Individuals with Traumatic Brain Injury()","Alivar A, Glassen M, Hoxha A, Allexandre D, Yue G, Saleh S.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:3256-3259. doi: 10.1109/EMBC44109.2020.9176130.","Alivar A","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176130"
"25966573","[FMRI study of visual task switching in healthy individuals]","Kuptsova SV, Ivanova MV, Petrushevsky AG, Fedina ON, Zhavoronkova LA.","Zh Vyssh Nerv Deiat Im I P Pavlova. 2015 Jan-Feb;65(1):61-71.","Kuptsova SV","Zh Vyssh Nerv Deiat Im I P Pavlova","2015","2015/05/14","","",""
"26972753","Preparatory Engagement of Cognitive Control Networks Increases Late in Childhood","Church JA, Bunge SA, Petersen SE, Schlaggar BL.","Cereb Cortex. 2017 Mar 1;27(3):2139-2153. doi: 10.1093/cercor/bhw046.","Church JA","Cereb Cortex","2017","2016/03/15","PMC6317491","","10.1093/cercor/bhw046"
"25614233","Evidence for reduced efficiency and successful compensation in older adults during task switching","Hakun JG, Zhu Z, Johnson NF, Gold BT.","Cortex. 2015 Mar;64:352-62. doi: 10.1016/j.cortex.2014.12.006. Epub 2014 Dec 29.","Hakun JG","Cortex","2015","2015/01/24","PMC4346415","NIHMS652102","10.1016/j.cortex.2014.12.006"
"40892657","Online Neural-to-Movement Mapping Transfer for Task Switching and Retention in Brain-Machine Interfaces","Song Z, Zhang X, Li M, Tan J, Wang Y.","IEEE Trans Neural Syst Rehabil Eng. 2025;33:3674-3684. doi: 10.1109/TNSRE.2025.3605246.","Song Z","IEEE Trans Neural Syst Rehabil Eng","2025","2025/09/02","","","10.1109/TNSRE.2025.3605246"
"27807030","Aging Affects Dopaminergic Neural Mechanisms of Cognitive Flexibility","Berry AS, Shah VD, Baker SL, Vogel JW, O'Neil JP, Janabi M, Schwimmer HD, Marks SM, Jagust WJ.","J Neurosci. 2016 Dec 14;36(50):12559-12569. doi: 10.1523/JNEUROSCI.0626-16.2016. Epub 2016 Nov 2.","Berry AS","J Neurosci","2016","2016/11/04","PMC5157103","","10.1523/JNEUROSCI.0626-16.2016"
"16647689","Task reconfiguration and carryover in task switching: an event-related potential study","Hsieh S, Cheng P.","Brain Res. 2006 Apr 21;1084(1):132-45. doi: 10.1016/j.brainres.2006.02.060. Epub 2006 May 2.","Hsieh S","Brain Res","2006","2006/05/02","","","10.1016/j.brainres.2006.02.060"
"28322310","Hormone therapy at early post-menopause increases cognitive control-related prefrontal activity","Girard R, Météreau E, Thomas J, Pugeat M, Qu C, Dreher JC.","Sci Rep. 2017 Mar 21;7:44917. doi: 10.1038/srep44917.","Girard R","Sci Rep","2017","2017/03/22","PMC5359606","","10.1038/srep44917"
"24681435","Task preparation and neural activation in stimulus-specific brain regions: an fMRI study with the cued task-switching paradigm","Shi Y, Meindl T, Szameitat AJ, Müller HJ, Schubert T.","Brain Cogn. 2014 Jun;87:39-51. doi: 10.1016/j.bandc.2014.03.001. Epub 2014 Mar 27.","Shi Y","Brain Cogn","2014","2014/04/01","","","10.1016/j.bandc.2014.03.001"
"24915964","The role of the right temporoparietal junction in attention and social interaction as revealed by ALE meta-analysis","Krall SC, Rottschy C, Oberwelland E, Bzdok D, Fox PT, Eickhoff SB, Fink GR, Konrad K.","Brain Struct Funct. 2015 Mar;220(2):587-604. doi: 10.1007/s00429-014-0803-z. Epub 2014 Jun 11.","Krall SC","Brain Struct Funct","2015","2014/06/12","PMC4791048","NIHMS764322","10.1007/s00429-014-0803-z"
"31348930","Building the multitasking brain: An integrated perspective on functional brain activation during task-switching and dual-tasking","Ward N, Hussey EK, Cunningham EC, Paul EJ, McWilliams T, Kramer AF.","Neuropsychologia. 2019 Sep;132:107149. doi: 10.1016/j.neuropsychologia.2019.107149. Epub 2019 Jul 23.","Ward N","Neuropsychologia","2019","2019/07/27","","","10.1016/j.neuropsychologia.2019.107149"
"22133628","Hemispheric asymmetries and cognitive flexibility: an ERP and sLORETA study","Ocklenburg S, Güntürkün O, Beste C.","Brain Cogn. 2012 Mar;78(2):148-55. doi: 10.1016/j.bandc.2011.11.001. Epub 2011 Nov 30.","Ocklenburg S","Brain Cogn","2012","2011/12/03","","","10.1016/j.bandc.2011.11.001"
"40370086","Intensive task-switching training and single-task training differentially affect behavioral and neural manifestations of cognitive control in children","Schwarze SA, Laube C, Khosravani N, Lindenberger U, Bunge SA, Fandakova Y.","Cereb Cortex. 2025 May 1;35(5):bhaf103. doi: 10.1093/cercor/bhaf103.","Schwarze SA","Cereb Cortex","2025","2025/05/15","PMC12078935","","10.1093/cercor/bhaf103"
"36502931","EEG source derived salience network coupling supports real-world attention switching","Ojeda A, Wagner M, Maric V, Ramanathan D, Mishra J.","Neuropsychologia. 2023 Jan 7;178:108445. doi: 10.1016/j.neuropsychologia.2022.108445. Epub 2022 Dec 9.","Ojeda A","Neuropsychologia","2023","2022/12/12","","","10.1016/j.neuropsychologia.2022.108445"
